Sensor 1,Sensor 2,Sensor 3,Steering Angle
1.8975,1.761,1.4993,0
1.83,1.7204,1.4524,0
1.7715,1.6866,1.4133,0
1.708,2.12,1.3725,22
1.6772,2.1011,1.3533,22
1.6476,2.0745,1.341,22
1.9242,1.5648,1.3807,0
1.9242,1.5648,1.3807,0
1.8525,1.507,1.3379,0
1.8525,1.507,1.3379,0
1.7645,1.9004,1.2791,22
1.7297,1.8775,1.2568,22
1.6735,1.8339,1.2269,22
2.0207,1.8083,1.3603,0
1.9966,1.7852,1.345,0
1.9468,1.7431,1.3115,0
1.8885,1.7033,1.2692,0
1.8587,1.6835,1.2482,0
1.7972,1.6434,1.2062,0
1.7668,1.6242,1.186,0
1.7668,1.6242,1.186,0
1.6752,1.5685,1.1287,0
1.6752,1.5685,1.1287,0
1.5846,1.9306,1.0773,22
1.5209,1.8874,1.2051,22
1.8891,1.8629,1.1869,0
1.8891,1.8629,1.1869,0
1.8081,1.7919,1.1363,0
1.7774,1.7708,1.1153,0
1.7474,1.7503,1.0952,22
1.6855,1.7093,1.0557,22
1.6855,1.7093,1.0557,22
2.8062,1.6605,1.2756,0
2.3056,1.6102,1.2447,0
2.2497,1.5652,1.2132,0
2.1929,1.525,1.174,0
2.164,1.505,1.1547,0
2.1314,1.4828,1.1335,0
2.5338,1.4636,1.1153,0
2.4666,1.423,1.0776,0
2.4666,1.423,1.0776,0
2.3722,1.3696,1.295,0
2.3055,1.6827,1.245,0
2.2748,1.6613,1.2225,0
2.211,1.618,1.1769,0
2.211,1.618,1.1769,0
2.1154,1.5558,1.1121,0
2.1154,1.5558,1.1121,0
2.0163,1.4952,1.0501,0
2.0163,1.4952,1.0501,0
1.9477,1.4557,1.0108,0
1.9159,1.4382,0.9937,0
1.8493,1.4814,1.6272,0
1.8493,1.4814,1.6272,0
1.7563,1.4018,1.5705,0
1.6912,1.3472,1.533,0
1.6596,1.321,1.5155,0
1.6249,1.2926,1.4968,0
1.563,1.2428,2.1319,-22
1.563,1.2428,2.1319,-22
1.4721,1.178,2.0651,-22
1.4469,1.1623,1.3911,0
1.9324,1.1484,1.3742,0
1.8762,1.1183,1.3414,0
1.847,1.102,1.3266,0
1.8138,1.0843,1.9428,-22
1.7508,1.2596,1.9029,-22
1.7508,1.2596,1.9029,-22
1.666,1.1922,1.8321,-22
1.6414,1.1737,1.8107,-22
1.5993,1.1434,1.1794,0
1.5993,1.1434,1.1794,0
2.1159,1.092,1.7132,0
2.0853,1.0715,1.6914,0
2.0565,1.0526,1.671,0
1.9961,1.0146,1.6293,0
1.9647,0.9958,1.6081,0
1.9001,0.9593,1.5656,0
1.8384,1.2728,1.5265,0
1.808,1.2454,1.5078,0
1.7435,1.188,1.4695,0
1.7435,1.188,1.4695,0
1.6804,1.1326,1.4339,0
1.6492,1.1056,1.4171,0
1.5838,1.0498,1.9546,-22
1.5537,1.0245,1.9334,-22
1.4961,0.9797,1.8873,-22
1.4712,0.9626,1.8635,-22
2.0481,0.9342,1.2818,0
2.0263,0.9234,1.2654,0
1.9788,0.8986,1.2349,0
1.9517,0.8834,1.7336,0
1.893,1.2866,1.6885,0
1.893,1.2866,1.6885,0
1.8284,1.2289,1.6401,0
1.7665,1.1744,1.5947,0
1.7054,1.1214,1.5512,0
1.676,1.0964,1.5308,0
1.6138,1.0442,1.4885,0
1.6138,1.0442,1.4885,0
1.5532,0.9948,1.4489,0
2.1355,0.9472,1.4112,0
2.1355,0.9472,1.4112,0
2.0359,0.8769,1.356,0
2.0359,0.8769,1.356,0
1.9408,0.8159,1.8062,0
1.9408,0.8159,1.8062,0
1.8448,1.2215,1.7363,0
1.8448,1.2215,1.7363,0
1.753,1.1381,1.6719,0
1.753,1.1381,1.6719,0
1.6584,1.054,1.6085,0
1.6584,1.054,1.6085,0
1.5961,0.9999,1.5686,0
1.5662,0.9743,1.5499,0
1.5027,0.9209,1.5117,-22
1.4721,0.8958,1.4939,-22
1.4721,0.8958,1.4939,-22
1.7988,0.8252,1.4144,0
1.7988,0.8252,1.4144,0
1.7455,0.7975,1.3759,0
1.7171,0.7814,1.3595,0
1.6852,1.2695,1.3414,0
1.6243,1.2154,1.3087,0
1.561,1.1601,1.7246,-22
1.5312,1.1344,1.7013,-22
1.472,1.0864,1.6488,-22
1.9173,1.0693,1.6229,0
1.8681,1.0411,1.5713,0
1.8399,1.0217,1.5481,0
1.8399,1.0217,1.5481,0
1.7477,0.9617,1.4737,0
1.7477,0.9617,1.4737,0
1.6578,0.909,1.4034,0
1.6231,1.1837,1.3769,0
1.5618,1.1302,1.3312,0
1.5618,1.1302,1.3312,0
1.4706,1.0525,1.2659,0
2.0955,1.0016,1.2239,0
2.0955,1.0016,1.2239,0
2.004,0.9317,1.1675,0
2.004,0.9317,1.1675,0
1.9396,0.8853,1.1308,0
1.8757,0.842,1.5115,0
1.8463,0.8231,1.4864,0
1.7839,0.7855,1.4337,0
1.7839,0.7855,1.4337,0
1.6947,1.0311,1.3601,0
1.6947,1.0311,1.3601,0
2.2857,0.9459,1.2843,0
2.2857,0.9459,1.2843,0
2.2191,0.8898,1.2348,0
2.19,0.8658,1.2137,0
2.1587,0.8405,1.1915,0
2.0946,0.7904,1.1475,0
2.0599,0.7643,1.1245,0
1.9984,0.7203,1.0857,0
1.9984,0.7203,1.0857,0
1.9043,0.6596,1.0313,0
2.1356,1.1828,1.4686,0
2.1356,1.1828,1.4686,0
2.1024,1.1543,1.4494,0
2.0345,1.0966,1.4116,0
1.9698,1.043,1.3779,0
1.9393,1.0182,1.832,0
1.9035,0.9896,1.8116,0
1.8374,0.9381,1.7751,0
1.7731,0.89,1.7413,0
1.7416,0.8672,2.195,-22
1.6788,0.8237,2.1596,-22
1.6788,0.8237,2.1596,-22
1.6027,1.3639,1.6351,-22
1.6027,1.3639,1.6351,-22
1.8771,1.3242,1.5783,0
1.8583,1.3147,1.56,0
1.8336,1.2973,1.5459,0
1.7807,1.2608,1.5167,0
1.7807,1.2608,1.5167,0
1.6957,1.2049,1.9055,-22
1.6957,1.2049,1.9055,-22
1.61,1.1574,1.8455,-22
1.9619,1.2894,1.8192,0
1.914,1.2601,1.7732,0
1.914,1.2601,1.7732,0
1.8251,1.1956,1.7153,0
1.8251,1.1956,1.7153,0
1.7319,1.1319,1.6577,0
1.7319,1.1319,1.6577,0
1.6672,1.0904,1.6198,0
1.6379,1.0725,1.6033,0
1.6052,1.0532,1.5853,0
1.5462,1.2107,1.9597,-22
1.4838,1.1573,1.9191,-22
1.8603,1.1387,1.8953,-22
1.8089,1.108,1.8466,-22
1.8089,1.108,1.8466,-22
2.0023,1.0789,1.3995,0
1.9756,1.0727,1.3759,0
1.92,1.3025,1.3467,0
1.92,1.3025,1.3467,0
1.8282,1.2331,1.6461,0
1.8282,1.2331,1.6461,0
1.7616,1.1847,1.6027,0
1.7295,1.162,1.5824,0
1.6674,1.1195,1.5441,0
1.6674,1.1195,1.5441,0
1.5675,1.0552,1.4861,0
1.5023,1.0165,1.4507,0
1.5023,1.0165,1.4507,0
1.4362,0.9801,2.1183,-22
1.3744,1.2091,2.0864,-22
1.3458,1.1908,2.0648,-22
1.2917,1.1602,2.0195,-22
1.2651,1.1475,1.3021,-22
1.2422,1.1379,1.2809,-22
1.6724,1.1994,1.2372,0
1.6514,1.1805,1.2158,0
2.0886,1.1394,1.1784,0
2.0886,1.1394,1.1784,0
2.013,1.0712,1.8113,0
1.9581,1.0224,1.7768,0
1.9581,1.0224,1.7768,0
1.9261,0.9944,1.7572,0
1.8675,0.944,1.7225,0
1.8042,0.891,1.6866,0
1.7741,0.8665,1.6701,0
2.1386,0.8186,1.8888,0
2.1046,0.7945,1.866,0
2.0413,0.7518,1.8245,0
2.0413,0.7518,1.8245,0
1.9414,0.6909,1.7616,0
1.9086,0.673,1.7417,0
1.8781,1.0267,1.7236,0
1.8134,0.9753,1.6863,0
1.8134,0.9753,1.6863,0
1.72,0.9044,1.6356,0
1.72,0.9044,1.6356,0
1.6266,0.8379,2.2581,-22
1.5634,0.7961,2.222,-22
1.5353,0.7836,2.1996,-22
1.5353,0.7836,2.1996,-22
1.4811,1.1432,2.1529,-22
1.4321,1.1145,1.4588,-22
1.4321,1.1145,1.4588,-22
1.884,1.0819,1.3951,0
1.8321,1.322,1.3517,0
1.8082,1.3008,1.3385,0
1.8082,1.3008,1.3385,0
1.7552,1.2541,1.3103,0
1.7012,1.2072,1.893,-22
1.6424,1.1569,1.8537,-22
1.6158,1.1371,1.83,-22
1.5632,1.1003,1.7802,-22
1.5632,1.1003,1.7802,-22
2.0851,1.0578,1.7094,0
2.0576,1.0448,1.6831,0
2.0095,1.0162,1.6471,0
2.0095,1.0162,1.6471,0
1.9259,1.3511,1.5862,0
1.9259,1.3511,1.5862,0
1.8383,1.2731,1.5248,0
1.8383,1.2731,1.5248,0
1.7435,1.1905,1.4616,0
1.7114,1.163,1.441,0
1.6811,1.1374,1.4221,0
1.6492,1.1106,1.4025,0
1.5899,1.0618,1.3676,0
1.5899,1.0618,1.3676,0
1.4952,0.9866,1.8691,-22
1.4352,0.9411,1.8241,-22
1.4352,0.9411,1.8241,-22
1.9975,0.9099,1.7687,0
1.9415,1.3333,1.7145,0
1.9138,1.3084,1.6928,0
1.8814,1.2794,1.6676,0
1.8163,1.2219,1.6178,0
1.8163,1.2219,1.6178,0
1.7242,1.1422,1.5494,0
1.6901,1.1133,1.5249,0
1.6612,1.0891,1.5043,0
2.2481,1.0411,1.4638,0
2.217,1.0173,1.4438,0
2.1841,0.9926,1.4231,0
2.1218,0.9473,1.3853,0
2.0565,0.9023,1.3478,0
2.0255,0.8819,1.3308,0
1.9915,0.8603,1.3127,0
1.9279,0.8224,1.7779,0
1.9279,0.8224,1.7779,0
1.8322,1.2152,1.7066,0
1.8322,1.2152,1.7066,0
1.7321,1.1256,1.6349,0
1.7321,1.1256,1.6349,0
1.6972,1.0949,1.6106,0
1.6316,1.0381,1.5663,0
1.5706,0.9865,1.5265,0
1.5387,0.96,1.5063,0
1.4782,0.9109,1.4692,0
1.4782,0.9109,1.4692,0
2.0349,0.8402,1.4166,0
2.0349,0.8402,1.4166,0
1.9416,0.7771,1.8602,0
1.9416,0.7771,1.8602,0
1.8461,0.7199,1.7912,0
1.8461,0.7199,1.7912,0
1.7539,1.1247,1.7272,0
1.7539,1.1247,1.7272,0
1.6883,1.0651,1.6832,0
1.6272,1.0105,1.6436,-22
1.5963,0.9832,1.6242,-22
1.5365,0.9333,1.5808,-22
1.5102,0.9132,1.5577,-22
2.143,0.8919,1.5315,0
2.0901,0.8587,1.4864,0
2.0901,0.8587,1.4864,0
2.003,0.8014,1.4283,0
1.9441,0.7665,1.391,0
1.9441,0.7665,1.391,0
1.8833,1.2422,1.3543,0
2.4984,1.1891,1.3206,0
2.4675,1.1626,1.3044,0
2.4066,1.1112,1.7035,0
2.3446,1.0601,1.6549,0
2.3446,1.0601,1.6549,0
2.2828,1.0106,1.6075,0
2.2212,0.963,1.5614,0
2.1902,0.9398,1.5388,0
2.1599,0.9176,1.5168,0
2.0989,0.8747,1.4737,0
2.0696,0.855,1.4536,0
2.0381,0.8345,1.4322,0
1.9788,0.7984,1.3934,0
1.9186,1.278,1.3556,0
2.116,1.224,1.3199,0
2.116,1.224,1.3199,0
2.084,1.1973,1.3028,0
2.0173,1.1424,1.7493,0
1.9843,1.1158,1.7309,0
1.9221,1.0666,1.6975,0
1.8586,1.018,2.1459,-22
1.7954,0.9714,2.1114,-22
1.7954,0.9714,2.1114,-22
1.7368,0.9386,2.0664,-22
1.6809,0.9116,1.5542,0
1.97,1.445,1.5347,0
1.9421,1.4232,1.5202,0
1.8824,1.3773,1.9481,-22
1.8191,1.3298,1.912,-22
1.8191,1.3298,1.912,-22
1.7303,1.2785,1.8428,-22
1.7303,1.2785,1.8428,-22
2.0171,1.3705,1.3498,0
2.0171,1.3705,1.3498,0
1.9368,1.31,1.7248,0
1.9368,1.31,1.7248,0
1.879,1.2674,1.6878,0
1.8191,1.2246,1.6509,0
1.8191,1.2246,1.6509,0
1.7288,1.1632,1.5979,0
1.6979,1.1432,1.5807,0
1.6677,1.1241,1.5643,0
1.607,1.0876,1.7627,-22
1.5467,1.2252,1.7127,-22
2.6082,1.2035,1.6839,0
2.5809,1.1838,1.6571,0
2.5182,1.1354,1.6051,0
2.4888,1.1133,1.5809,0
2.4292,1.0696,1.5327,0
2.3975,1.0472,1.5075,0
2.3682,1.0269,1.4843,0
2.3336,1.0037,1.4574,0
2.272,0.9642,1.4104,0
2.2102,0.9274,1.3645,0
2.1811,1.1237,1.3435,0
2.1182,1.0682,1.2991,0
2.1182,1.0682,1.2991,0
2.0299,0.9925,1.2401,0
2.0299,0.9925,1.2401,0
2.3342,0.918,1.1839,0
2.3342,0.918,1.1839,0
2.2676,0.8683,1.1478,0
2.2367,0.8462,1.5408,0
2.2055,0.8244,1.5196,0
2.145,0.7843,1.4797,0
2.145,0.7843,1.4797,0
2.0225,1.351,1.4038,0
1.9907,1.3267,1.3853,0
1.9614,1.3048,1.3687,0
1.8999,1.2596,1.3354,0
1.8999,1.2596,1.3354,0
1.8096,1.1962,1.6845,0
1.8096,1.1962,1.6845,0
1.7169,1.1355,1.6256,0
1.7169,1.1355,1.6256,0
1.6237,1.0796,1.57,0
1.5921,1.2575,1.552,0
1.5624,1.232,1.5356,0
2.6229,1.2042,1.7186,0
2.5595,1.1534,1.6661,0
2.5595,1.1534,1.6661,0
2.464,1.0797,1.5887,0
2.3998,1.0325,1.5379,0
2.3998,1.0325,1.5379,0
2.3092,0.9697,1.4683,0
2.3092,0.9697,1.4683,0
2.2482,0.9303,1.4228,0
2.1887,0.8946,1.3799,0
2.1586,0.8776,1.3587,0
2.1254,1.0666,1.3358,0
2.0665,1.0148,1.2964,0
2.0665,1.0148,1.2964,0
1.9722,0.9344,1.2371,0
2.3098,0.8843,1.2015,0
2.3098,0.8843,1.2015,0
2.2475,0.8374,1.5775,0
2.1808,0.7898,1.5331,0
2.1507,0.7693,1.5137,0
2.0853,0.7274,1.4728,0
2.0853,0.7274,1.4728,0
1.9919,1.3129,1.4177,0
1.9919,1.3129,1.4177,0
1.9579,1.2869,1.3988,0
1.8958,1.2406,1.3658,0
1.8325,1.195,1.7309,0
1.8019,1.1736,1.7111,0
1.7391,1.1312,1.6716,0
1.7096,1.112,1.6535,0
1.647,1.0731,1.6165,0
1.647,1.0731,1.6165,0
1.5574,1.2186,1.5666,-22
1.5574,1.2186,1.5666,-22
1.6688,1.1491,1.5079,0
1.6688,1.1491,1.5079,0
1.5804,1.0907,1.459,0
1.5804,1.0907,1.459,0
1.4842,1.0287,2.4786,-22
1.4842,1.0287,2.4786,-22
1.4209,0.996,2.4361,-22
1.3641,1.2206,2.0459,-22
1.3641,1.2206,2.0459,-22
1.2835,1.1662,1.9947,-22
1.2835,1.1662,1.9947,-22
1.2152,1.1233,1.263,-22
1.2152,1.1233,1.263,-22
1.6274,1.1545,1.2301,0
1.6274,1.1545,1.2301,0
2.0431,1.0901,1.1931,0
2.0431,1.0901,1.1931,0
1.9886,1.0406,1.8342,0
1.9619,1.0166,1.8176,0
1.9032,0.9646,1.7822,0
1.9032,0.9646,1.7822,0
1.8151,0.8885,1.7315,0
1.781,0.8598,1.7128,0
1.7209,0.8107,1.9309,-22
1.7209,0.8107,1.9309,-22
2.6106,0.7535,1.8609,0
2.6106,0.7535,1.8609,0
2.9001,0.7068,1.7969,0
2.8684,1.0813,1.7738,0
2.8387,1.0569,1.7523,0
2.779,1.0091,1.71,0
2.7502,0.9866,1.6901,0
2.6878,0.9395,1.6479,0
2.6878,0.9395,1.6479,0
3.1637,0.8777,1.5915,0
3.1306,0.8571,1.5723,0
3.0995,0.8386,1.5547,0
3.0381,0.8043,1.5212,0
3.0079,1.1727,1.5055,0
2.9451,1.1253,1.692,0
2.914,1.1025,1.6698,0
2.8501,1.0571,1.6253,0
2.8201,1.0365,1.6049,0
2.7592,0.9962,1.5643,0
2.7282,0.9767,1.5444,0
2.6648,0.9387,1.5046,0
2.6648,0.9387,1.5046,0
2.5744,1.2674,1.451,0
2.5393,1.2413,1.4313,0
2.4787,1.1972,1.3987,0
2.4787,1.1972,1.3987,0
2.3846,1.1324,1.5651,0
2.3846,1.1324,1.5651,0
2.2926,1.0736,1.4995,0
2.2926,1.0736,1.4995,0
2.2302,1.0367,1.4568,0
2.2008,1.0203,1.4373,0
2.1676,1.3795,1.4157,0
2.1081,1.3353,1.3782,0
2.1081,1.3353,1.3782,0
1.9831,1.2474,1.3054,0
1.9831,1.2474,1.3054,0
1.9208,1.2063,1.5035,0
1.8605,1.1685,1.4571,0
1.8303,1.1505,1.4343,0
1.7686,1.4918,1.3888,0
1.7686,1.4918,1.3888,0
2.1488,1.4262,1.3268,0
2.1154,1.4037,1.3057,0
2.0843,1.3832,1.2865,0
2.0183,1.341,1.2474,0
2.0183,1.341,1.2474,0
1.9232,1.2837,1.1954,0
1.9232,1.2837,1.1954,0
1.8252,1.3863,1.7963,0
1.7904,1.3554,1.775,0
1.7594,1.3281,1.7564,0
1.6951,1.272,1.7189,-22
1.6632,1.2444,1.7009,-22
1.603,1.1957,1.6622,-22
1.603,1.1957,1.6622,-22
1.5277,1.1417,1.6042,-22
1.5277,1.1417,1.6042,-22
2.0196,1.1011,1.5526,0
1.9986,1.0902,1.5364,0
1.9741,1.0756,1.5206,0
1.9488,1.0609,1.5044,0
1.8955,1.0312,1.4712,0
1.8346,1.2973,1.4349,0
1.8049,1.2707,1.4177,0
1.7399,1.2132,1.3819,0
1.7052,1.1828,1.3636,0
1.6371,1.124,1.9196,-22
1.6371,1.124,1.9196,-22
1.551,1.057,1.8492,-22
1.551,1.057,1.8492,-22
2.0914,1.0121,1.225,0
2.0914,1.0121,1.225,0
2.0402,0.9831,1.1928,0
2.0126,0.9664,1.717,0
1.9523,0.9319,1.6718,0
1.9523,0.9319,1.6718,0
1.8612,1.2744,1.6057,0
1.8274,1.2443,1.5818,0
1.7626,1.1873,1.5371,0
1.7626,1.1873,1.5371,0
1.6701,1.1077,1.4761,0
1.6353,1.0784,1.4541,0
1.6058,1.0538,1.4359,0
1.546,1.005,1.4002,0
1.5158,0.9809,1.3829,0
1.4538,0.9328,1.3489,0
1.3938,0.8882,1.8416,-22
1.9934,0.8675,1.8198,0
1.9934,0.8675,1.8198,0
1.9392,0.8422,1.769,0
1.8788,1.2619,1.7239,0
1.8788,1.2619,1.7239,0
1.7814,1.1739,1.6535,0
1.7195,1.1191,1.6103,0
1.6897,1.093,1.59,0
1.6266,1.0385,1.548,0
1.6266,1.0385,1.548,0
1.5362,0.9627,1.4908,0
1.5028,0.9355,1.4706,0
1.4727,0.9113,1.4527,0
1.4396,0.8853,1.4337,0
1.381,0.8408,1.4014,-22
1.9621,0.7967,1.8665,0
1.9354,0.7837,1.8413,0
1.9354,0.7837,1.8413,0
1.8412,1.2089,1.7716,0
1.7773,1.1505,1.7257,0
1.7773,1.1505,1.7257,0
1.6855,1.0679,1.6619,0
1.6855,1.0679,1.6619,0
1.6223,1.0121,1.6197,0
1.562,0.96,1.5809,-22
1.5323,0.9348,1.5623,-22
1.499,0.9069,1.5418,-22
2.1066,0.8711,1.4959,0
2.058,0.8445,1.4507,0
2.0303,0.8265,1.4323,0
1.9698,0.7896,1.3933,0
1.9698,0.7896,1.3933,0
1.8791,1.2411,1.3384,0
2.1014,1.2091,1.318,0
2.0698,1.1827,1.3016,0
2.0365,1.1551,1.7665,0
1.9728,1.1032,1.7314,0
1.9093,1.0529,1.6981,0
1.9093,1.0529,1.6981,0
1.8462,1.0045,2.1466,-22
1.7843,0.9588,2.1135,-22
1.7575,0.9436,2.0927,-22
1.7304,0.9298,2.0705,-22
1.6862,0.9114,1.5622,0
1.962,1.4416,1.525,0
1.9336,1.4198,1.5099,0
1.9064,1.3991,1.4958,0
1.8488,1.3561,1.9216,-22
1.7885,1.3123,1.8869,-22
1.7885,1.3123,1.8869,-22
1.7341,1.2838,1.8404,-22
1.7114,1.2739,1.819,-22
2.034,1.3918,1.3416,0
2.034,1.3918,1.3416,0
1.9701,1.3505,1.2917,0
1.9162,1.3107,1.6807,0
1.9162,1.3107,1.6807,0
1.8327,1.2517,1.6271,0
1.8327,1.2517,1.6271,0
1.7409,1.1904,1.5713,0
1.7409,1.1904,1.5713,0
1.6499,1.1344,1.5198,0
1.6499,1.1344,1.5198,0
1.5581,1.2452,2.5702,-22
1.5581,1.2452,2.5702,-22
1.6626,1.1979,2.528,-22
1.6626,1.1979,2.528,-22
1.579,1.1561,1.3742,0
1.5509,1.1457,1.3508,0
1.5005,1.1236,1.3162,0
1.4686,1.1064,2.0036,-22
1.4398,1.331,1.9891,-22
1.3822,1.2896,1.9539,-22
1.3569,1.2746,1.9338,-22
1.3299,1.26,1.9106,-22
1.2867,1.2399,1.1736,0
1.7057,1.2259,1.1324,0
1.6823,1.2243,1.12,0
1.6823,1.2243,1.12,0
1.6047,1.1514,1.7657,-22
1.5494,1.1,1.7346,-22
1.5257,1.0794,1.7145,-22
1.9484,1.0411,1.6709,0
1.9484,1.0411,1.6709,0
2.284,0.9853,1.6203,0
2.284,0.9853,1.6203,0
2.1934,0.9198,1.5719,0
2.1934,0.9198,1.5719,0
2.1251,0.8735,1.7981,0
2.0943,0.8536,1.7769,0
2.0289,0.8137,1.7331,0
2.0289,0.8137,1.7331,0
1.9346,1.1212,1.6725,0
1.9346,1.1212,1.6725,0
1.8374,1.0463,1.6134,0
1.8374,1.0463,1.6134,0
1.7374,0.9736,1.5567,0
1.7039,0.9504,1.5387,0
1.6418,0.9091,1.7746,-22
1.6418,0.9091,1.7746,-22
1.5492,1.2372,1.4464,0
1.5215,1.22,1.4235,0
1.4925,1.1984,1.4083,0
1.428,1.1517,1.597,-22
1.428,1.1517,1.597,-22
1.8388,1.1043,1.522,0
1.8388,1.1043,1.522,0
3.0024,1.2653,1.4479,0
3.0024,1.2653,1.4479,0
2.9701,1.2364,1.4248,0
2.9044,1.1782,1.379,0
2.837,1.1195,1.3338,0
2.8052,1.0921,1.3132,0
2.7396,1.0366,1.2722,0
2.7396,1.0366,1.2722,0
2.6449,0.9589,1.2169,0
2.6102,0.9312,1.1979,0
2.5794,0.9071,1.1817,0
2.5462,0.8817,1.8052,0
2.4795,0.8323,1.7616,0
2.4795,0.8323,1.7616,0
2.3826,0.7657,1.701,0
2.3826,0.7657,1.701,0
2.2896,0.7087,1.6461,0
2.2896,0.7087,1.6461,0
2.1974,1.06,1.5954,0
2.1974,1.06,1.5954,0
2.0998,0.9884,1.7264,0
2.0342,0.943,1.6799,0
2.0342,0.943,1.6799,0
1.9998,0.9204,1.6561,0
1.9389,0.8822,1.615,0
1.8749,0.8452,1.5732,0
1.8095,1.2074,1.5322,0
1.7786,1.1845,1.5134,0
1.7786,1.1845,1.5134,0
1.6841,1.1175,1.4588,0
1.649,1.0938,1.4397,0
1.5887,1.0546,1.5999,-22
1.5271,1.017,1.5536,-22
1.5271,1.017,1.5536,-22
1.4319,2.074,1.4711,0
1.4319,2.074,1.4711,0
1.3705,2.4643,1.4199,0
1.3096,2.4264,1.3738,0
1.3096,2.4264,1.3738,0
1.2155,2.3698,1.3051,0
1.2155,2.3698,1.3051,0
1.1229,2.3163,1.241,0
1.1229,2.3163,1.241,0
1.027,3.3669,1.1786,0
1.027,3.3669,1.1786,0
0.9333,3.3122,1.1226,0
0.9333,3.3122,1.1226,0
0.8989,3.2925,1.1034,0
0.8384,3.6709,6.1371,0
0.7763,3.051,6.0763,0
1.1522,2.0238,0.7479,22
1.119,1.9927,0.7178,22
1.0564,3.5539,0.6639,22
1.0564,3.5539,0.6639,22
0.9717,3.0965,0.5987,22
0.9196,3.06,0.5623,22
0.8969,3.044,0.5474,22
0.8969,3.044,0.5474,22
1.2734,2.6548,0.8308,22
1.2734,2.6548,0.8308,22
1.2064,1.9187,0.7704,22
1.1851,1.9074,0.7517,22
1.5767,1.897,0.7341,22
1.535,1.8759,0.7003,22
1.4887,1.8523,0.6648,22
1.4887,1.8523,0.6648,22
1.4481,1.8313,0.6358,22
1.4078,1.8098,0.6093,22
1.4078,1.8098,0.6093,22
1.3557,1.7808,0.9654,22
1.3398,1.7717,0.9523,22
1.3244,1.7624,0.9401,22
1.2956,1.5832,0.918,22
1.2832,1.5781,0.9089,22
1.2703,1.5719,0.9001,22
3.0292,1.5603,0.8864,0
2.6711,1.5543,1.2392,0
2.6354,1.5309,1.2065,0
2.6354,1.5309,1.2065,0
2.5581,1.4825,1.136,0
2.5581,1.4825,1.136,0
2.4736,1.4329,1.0605,0
2.4443,1.5088,1.0348,0
2.7172,1.4577,0.9809,0
2.7172,1.4577,0.9809,0
2.7172,1.4577,0.9809,0
2.589,1.3619,0.8808,0
2.589,1.3619,0.8808,0
2.493,1.2942,0.8117,0
2.493,1.2942,0.8117,0
2.4009,1.2332,0.7517,0
2.4009,1.2332,0.7517,0
2.3687,1.2128,0.7325,0
2.3059,1.1748,0.698,0
2.2432,1.1393,1.1098,0
2.2131,1.6977,1.0898,0
2.1524,1.6516,1.0513,0
2.1218,1.6287,1.0328,0
2.061,1.5841,0.998,0
2.0018,1.5419,1.4141,0
2.0018,1.5419,1.4141,0
1.9117,1.4801,1.3559,0
1.9117,1.4801,1.3559,0
1.823,1.4225,1.3026,0
1.823,1.4225,1.3026,0
1.7635,1.386,1.2693,0
1.793,1.3687,2.3657,-22
1.7293,1.4298,2.3334,-22
1.7293,1.4298,2.3334,-22
1.6406,1.381,2.2661,-22
1.5915,1.361,1.1226,0
1.5915,1.361,1.1226,0
1.5094,1.3214,2.1637,-22
1.5094,1.3214,2.1637,-22
1.4536,1.4687,2.1242,0
1.4292,1.4539,2.1022,0
1.3773,1.4211,2.0596,0
1.35,1.4021,2.0417,0
1.323,1.3836,2.0243,0
1.2657,1.3453,1.988,0
1.6317,1.2054,1.951,-22
1.6317,1.2054,1.951,-22
1.5468,1.1291,1.8879,-22
1.5217,1.1082,1.8642,-22
1.4991,1.0899,1.8412,-22
1.9051,1.0582,1.7942,0
1.9051,1.0582,1.7942,0
2.197,1.0162,1.7308,0
2.1699,0.9975,1.713,0
2.1141,0.9603,1.6774,0
2.0841,0.9411,1.6586,0
2.0243,0.9045,1.6223,0
2.0243,0.9045,1.6223,0
1.925,1.1735,1.5653,0
1.925,1.1735,1.5653,0
1.8313,1.1002,1.5155,0
1.8313,1.1002,1.5155,0
1.7984,1.0752,2.1903,-22
1.7365,1.0295,2.1564,-22
1.6765,0.9916,2.1179,-22
1.6495,0.9788,2.0961,-22
1.5976,0.959,2.0507,-22
1.5739,1.3042,1.3556,0
1.5289,1.2787,1.3144,0
1.5052,1.2619,1.3015,0
1.5052,1.2619,1.3015,0
1.4531,1.2256,1.9324,-22
1.8638,1.1851,1.8936,-22
1.8041,1.1556,1.8533,-22
1.7768,1.3176,1.8309,-22
1.749,1.2957,1.8073,-22
1.6941,1.2546,1.7577,-22
1.6456,1.2208,1.7107,-22
1.6222,1.2056,1.6871,-22
1.6222,1.2056,1.6871,-22
2.1403,1.1774,1.6379,0
2.0884,1.1533,1.588,0
2.0369,1.1286,1.5426,0
2.0126,1.1152,1.5245,0
1.9602,1.4188,1.4861,0
1.9334,1.3951,1.4668,0
1.876,1.3449,1.4264,0
1.8467,1.3196,1.4063,0
1.7859,1.2677,1.3656,0
1.7545,1.2412,1.3453,0
1.7254,1.2169,1.3269,0
1.7254,1.2169,1.3269,0
1.6062,1.1202,1.2562,0
1.6062,1.1202,1.2562,0
1.575,1.0958,1.239,0
1.5101,1.0463,1.7716,-22
2.0489,1.0018,1.7267,0
2.0188,0.9868,1.6996,0
1.9604,0.9569,1.6514,0
1.8975,1.3139,1.6068,0
